id,mhy_id,name,ingredient,introduction,effect,condition,getting,func_type,rarity,label,icon
11,85,美味的渔人吐司,"['洋葱*1', '牛奶*1', '番茄*2', '面粉*3']",铺满洋葱的吐司。散发诱人的香气。很难判别鱼究竟是被鱼饵还是吐司吸引上钩的。,队伍中所有角色防御力提高126点，持续300秒。多人游戏时，仅对自己的角色生效。,完美烹饪渔人吐司,【其他】玩家自带,二星,防御类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/10/10/75610764/9a5813ee1e608c39240aac5a20dd1fa8_1807540766016511947.png
12,85,鱼香吐司,"['洋葱*1', '牛奶*1', '番茄*2', '面粉*3']",可莉的特色料理。因为乱丢炸弹惊走了鱼，在琴的指导下，可莉认真地学做了这道吐司作为给渔人的赔礼。味道很好还管饱，从此以后，可莉炸一整天鱼也不会饿肚子了。,队伍中所有角色防御力提高151点，持续300秒。多人游戏时，仅对自己的角色生效。,可莉完美烹饪渔人吐司,【其他】玩家自带,二星,防御类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/07/21/75610764/8d809c2dbd06bcf652b11491e812dfdd_5635945272547042276.png
13,86,奇怪的北地烟熏鸡,"['洋葱*1', '卷心菜*1', '熏禽肉*1']",蔬菜搭配熏制好的禽肉。事实证明招待别人前先尝一口是很有必要的，比如现在重做一份还来得及。,恢复40点体力。,完成烹饪北地烟熏鸡,【宝箱获取】风龙废墟七天神像向里面走,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/641018ef686f466a1c5c81775d6898cb_5574721924000192300.png
14,86,北地烟熏鸡,"['洋葱*1', '卷心菜*1', '熏禽肉*1']",蔬菜搭配熏制好的禽肉。是北境家家户户都会做的菜肴，会用来招待重要的客人。,恢复50点体力。,成功烹饪北地烟熏鸡,【宝箱获取】风龙废墟七天神像向里面走,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/92bdf9a7d690e1fe085c90c385cb42ca_813723126822875515.png
15,86,美味的北地烟熏鸡,"['洋葱*1', '卷心菜*1', '熏禽肉*1']",蔬菜搭配熏制好的禽肉。完美的口感让人用这道料理招待一国之主也能保持自信。,恢复60点体力。,完美烹饪北地烟熏鸡,【宝箱获取】风龙废墟七天神像向里面走,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/7ea962eb6ac49196c9365a8c5c041d19_1109475591751456316.png
16,94,奇怪的白汁时蔬烩肉,"['金鱼草*1', '兽肉*2', '奶油*2']",奶油炖煮的烩菜。过干的收汁让这道菜更像铁盘煎肉。,队伍中所有角色冲刺消耗的体力降低15%，持续900秒。多人游戏时，仅对自己的角色生效。,完成烹饪白汁时蔬烩肉,【NPC购买】[猎鹿人]莎拉购买,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/7f9a4a61318dc344529aa0a14d1cb626_9190572197463312694.png
17,94,白汁时蔬烩肉,"['金鱼草*1', '兽肉*2', '奶油*2']",奶油炖煮的烩菜。稠厚的汤汁成就了浓香的口感，入口温润柔和。,队伍中所有角色冲刺消耗的体力降低20%，持续900秒。多人游戏时，仅对自己的角色生效。,成功烹饪白汁时蔬烩肉,【NPC购买】[猎鹿人]莎拉购买,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/0df245b7f278d9ccf01ae6c5fc888f7e_4826265999370994326.png
18,94,美味的白汁时蔬烩肉,"['金鱼草*1', '兽肉*2', '奶油*2']",奶油炖煮的烩菜。伴随着食材融化在唇齿，全身宛如享受牛奶浴般松弛。,队伍中所有角色冲刺消耗的体力降低25%，持续900秒。多人游戏时，仅对自己的角色生效。,完美烹饪白汁时蔬烩肉,【NPC购买】[猎鹿人]莎拉购买,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/82a00d0ba0bacdd8b3f3b513b48e1e90_1154680913355309920.png
19,94,辣味时蔬烩肉,"['金鱼草*1', '兽肉*2', '奶油*2']",芭芭拉的特色料理。切成星形的胡萝卜为菜品增添了不少可爱度...不好，这魔鬼般的辣味是怎么回事?,队伍中所有角色冲刺消耗的体力降低25%，持续1500秒。多人游戏时，仅对自己的角色生效。,芭芭拉完美烹饪白汁时蔬烩肉,【NPC购买】[猎鹿人]莎拉购买,二星,体力类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/09/12/75610764/8b1310e9cd5bcffb3e172f1690430215_3561452195695460605.png
20,95,奇怪的庄园烤松饼,"['面粉*2', '树莓*3', '鸟蛋*1']",圆形的烤饼。一丝焦味掩盖了松饼应有的甜味，只有树莓坚守岗位。,复苏选中的角色，为其恢复250点生命值。,完成烹饪庄园烤松饼,【NPC购买】莎拉【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/b4f748bc95320818b14f06fc4ad9c079_9038685718560623689.png
21,95,庄园烤松饼,"['面粉*2', '树莓*3', '鸟蛋*1']",圆形的烤饼。从庄园的午后点心逐渐演变成为寻常主食，会用最好的树莓进行点缀。,复苏选中的角色，为其恢复400点生命值。,成功烹饪庄园烤松饼,【NPC购买】莎拉【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/2756a5905208136e01a54a51ac7af44f_2758690351270837295.png
22,95,美味的庄园烤松饼,"['面粉*2', '树莓*3', '鸟蛋*1']",圆形的烤饼。香乎乎的松饼嚼上去有着软绵绵的口感，味蕾也仿佛置身于云端。,复苏选中的角色，为其恢复550点生命值。,完美烹饪庄园烤松饼,【NPC购买】莎拉【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/cbdc1749e2f4f4cf04e296c87ce0747c_5228465800596307837.png
23,95,厚云朵松饼,"['面粉*2', '树莓*3', '鸟蛋*1']",诺艾尔的特色料理。厚厚的松饼，是骑士团的下午茶特供甜点，带给人仿佛坠入柔软云端般的幸福感。看着身旁诺艾尔的笑容，甜度似乎又提高了一点！,复苏选中的角色， 为其恢复生命值上限的15%，并额外恢复550点生命值。,使用角色诺艾尔烹饪庄园烤松饼,【NPC购买】莎拉【料理商店】购买,二星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/576da2965ea9e668c268e4107a2293a4_5193291570220354330.png
24,96,奇怪的提瓦特煎蛋,['鸟蛋*1'],单面煎熟的禽蛋。入口有些发硬，只能期望营养没有流失。,复苏选中的角色，为其恢复50点生命值。,完成烹饪提瓦特煎蛋,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/03/19/4872412/e51f0bf9a265a9b8945fd80ebd056fbf_7179499283224350753.png
25,96,提瓦特煎蛋,['鸟蛋*1'],单面煎熟的禽蛋。蛋黄一戳就可以流出汁，非常适合解馋。,复苏选中的角色，为其恢复100点生命值。,成功烹饪提瓦特煎，,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/5e7df775a053e8dc013d80abfcfc50b2_991018894926125232.png
26,96,美味的提瓦特煎蛋,['鸟蛋*1'],单面煎熟的禽蛋。有着阳光般和煦的口感，只一口便涌入了蓬勃生命力。,复苏选中的角色，为其恢复150点生命值。,完美烹饪提瓦特煎蛋,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/03/19/4872412/047ad463fd39e94d162f3ef1f6f578ce_3255161663426235767.png
27,96,提瓦特焦蛋,['鸟蛋*1'],班尼特的特色料理。不知道为什么每份煎蛋边缘都是焦焦的，但焦脆也带来了别具一格的风味。,复苏选中的角色，为其恢复生命值上限的10%，并额外恢复150点生命值。,班尼特烹饪提瓦特煎蛋,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/17/6381993/5962b4044d017f7188940191486dae22_2667937729812206699.png
28,97,奇怪的蒙德土豆饼,"['果酱*1', '松果*2', '土豆*1']",土豆做的炸饼。据说没有果酱的土豆饼不能被冠上蒙德之名，而这两块的情况嘛...大概连土豆饼都不能叫了？,为选中的角色恢复生命值上限的30%，并额外恢复600点生命值。,完成烹饪蒙德土豆饼,【宝箱获取】试炼：烈火与雷电通关获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/14/6381993/6a181e890c2798c8c93b9d1bed57cc0a_1690406036501549734.png
29,97,蒙德土豆饼,"['果酱*1', '松果*2', '土豆*1']",土豆做的炸饼。少量松果提供了富有变化的口感。可以搭配果酱食用，深受各个年龄层次的欢迎。,为选中的角色恢复生命值上限的32%，并额外恢复1250点生命值。,成功烹饪蒙德土豆饼,【宝箱获取】试炼：烈火与雷电通关获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/14/6381993/a32d690c05069eb27df0d0adc233fc04_4726692258552522429.png
30,97,美味的蒙德土豆饼,"['果酱*1', '松果*2', '土豆*1']",土豆做的炸饼。闭上眼睛，小小的一块土豆饼，却带给了人清风的柔润和雨露的甘甜。,为选中的角色恢复生命值上限的34%，并额外恢复1900点生命值。,完美烹饪蒙德土豆饼,【宝箱获取】试炼：烈火与雷电通关获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/14/6381993/f6b55004417f2ff6f1224b0124f3709c_1991221745197678822.png
31,97,爪爪土豆饼,"['果酱*1', '松果*2', '土豆*1']",雷泽的特色料理。被小心翼翼捏成狼爪形状的饼，朴实中带着香甜，能够品尝出他对人类料理的努力。,为选中的角色恢复生命值上限的40%，并额外恢复2350点生命值。,使用角色雷泽烹饪蒙德土豆饼,【宝箱获取】试炼：烈火与雷电通关获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/25/6381993/caa0f835a2cc81aa728887b2fd89aae5_4123235770524992840.png
32,99,奇怪的火火肉酱面,"['面粉*2', '兽肉*2', '番茄*1']",淋满肉酱的细面。口感有些稠厚，黏在牙齿上的感觉有点不妙。,立即为选中的角色恢复生命值上限的18%，并在之后的30秒内，每5秒恢复300点生命值。,完成烹饪火火肉酱面,【NPC购买】莎拉【料理商店】购买,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/ff0cdc30cb0b0ae23687268f74669b97_4857794917016253307.png
33,99,火火肉酱面,"['面粉*2', '兽肉*2', '番茄*1']",淋满肉酱的细面。细面被番茄酱着上红红火火的色彩，酸甜可口，非常开胃。,立即为选中的角色恢复生命值上限的20%，并在之后的30秒内，每5秒恢复390点生命值。,成功烹饪火火肉酱面,【NPC购买】莎拉【料理商店】购买,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/7d2bcccca7394e8a0028ebb88a857fd1_4939266866416336140.png
34,99,美味的火火肉酱面,"['面粉*2', '兽肉*2', '番茄*1']",淋满肉酱的细面。浓郁的酸甜让最后一口都跟第一口一样美妙。,立即为选中的角色恢复生命值上限的22%，并在之后的30秒内，每5秒恢复470点生命值。,完美烹饪火火肉酱面,【NPC购买】莎拉【料理商店】购买,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/83812b184b713d4bc94b658a7c7b6231_3555723439944062359.png
35,99,魔法肉酱面,"['面粉*2', '兽肉*2', '番茄*1']",丽莎的特色料理。颜色有点奇妙的肉酱面，可一旦尝过一口就再也不想停下来。她究竟施了什么魔法？,立即为选中的角色恢复生命值上限的26%，并在之后的30秒内，每5秒恢复570点生命值。,使用角色丽莎烹饪火火肉酱面,【NPC购买】莎拉【料理商店】购买,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/9eef2c07ff61a2084a6be185e4041c7b_7455760954262156150.png
36,100,奇怪的烤蘑菇披萨,"['蘑菇*4', '卷心菜*2', '奶酪*1', '面粉*3']",铺满蘑菇和奶酪的薄饼。只要能忍耐像砖头一样的口感，它作为主食提供的能量还是实打实的。,立即为选中的角色恢复生命值上限的26%，并在之后的30秒内，每5秒恢复450点生命值。,完成烹饪烤蘑菇披萨,【宝箱获取】风龙废墟上北方向的丘丘人部落，神里绫华传说任务中与木南杏奈交谈后获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/5bc5c2691005f5f00e549187a274b71f_4879334827643195718.png
37,100,烤蘑菇披萨,"['蘑菇*4', '卷心菜*2', '奶酪*1', '面粉*3']",铺满蘑菇和奶酪的薄饼。热的时候奶酪可以拉出细长的丝，大口咬下去很过瘾。,立即为选中的角色恢复生命值上限的28%，并在之后的30秒内，每5秒恢复620点生命值。,成功烹饪烤蘑菇披萨,【宝箱获取】风龙废墟上北方向的丘丘人部落，风龙废墟上北方向的丘丘人部落，神里绫华传说任务中与木南杏奈交谈后获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/2c8a7eda15a520c492408f24bb1ed45c_709804828547699455.png
38,100,美味的烤蘑菇披萨,"['蘑菇*4', '卷心菜*2', '奶酪*1', '面粉*3']",铺满蘑菇和奶酪的薄饼。嫩菇和脆蔬像是牵起了手，踩着绵软的奶酪地毯在舌尖起舞。,立即为选中的角色恢复生命值上限的30%，并在之后的30秒内，每5秒恢复790点生命值。,完美烹饪烤蘑菇披萨,【宝箱获取】风龙废墟上北方向的丘丘人部落，风龙废墟上北方向的丘丘人部落，神里绫华传说任务中与木南杏奈交谈后获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/13/6381993/90db9d5910824d3bffae4f2b218cd88c_8007960744243369642.png
39,100,提神醒脑披萨,"['蘑菇*4', '卷心菜*2', '奶酪*1', '面粉*3']",琴的特色料理。规整得像工艺品的薄饼，吃一片就可以大大地振奋精神，这就是她能连续工作的秘密武器吗？,立即为选中的角色恢复生命值上限的34%，并在之后的30秒内，每5秒恢复980点生命值。,琴完美烹饪烤蘑菇披萨,【宝箱获取】风龙废墟上北方向的丘丘人部落，风龙废墟上北方向的丘丘人部落，神里绫华传说任务中与木南杏奈交谈后获得,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/15/6381993/dfbd10bcc4b55b5f00fd4935cbb20660_85579732075793096.png
40,100,特制风味烤蘑菇披萨,"['蘑菇*4', '卷心菜*2', '奶酪*1', '面粉*3']",铺满馅料的薄饼。各色罕见食材在舌头上围成一圈跳着奇异的舞蹈。不过味道不错◎,立即为选中的角色恢复生命值上限的28%，并在之后的30秒内，每5秒恢复620点生命值。,,【宝箱获取】,三星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/08/16/75610764/f748712f447819a1e47d240386a38e90_8001502015838693021.png
41,101,奇怪的烤肉排,['兽肉*2'],煎烤过的肉排。表面色泽有一丝黯淡，好像在遗憾自己没有物尽其用。,复苏选中的角色，为其恢复50点生命值。,完成烹饪烤肉排,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/b6835faf9f8296df27c633e6f5fc48cf_208411969735399587.png
42,101,烤肉排,['兽肉*2'],煎烤过的肉排。高温将水分紧锁其中，令人期待它切开后流汁的样子。,复苏选中的角色，为其恢复100点生命值。,成功烹饪烤肉排,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/a978ebef60984d3e6a98b68005d962e3_8356851965775455297.png
43,101,美味的烤肉排,['兽肉*2'],煎烤过的肉排。满溢在口中的肉香，能感到力量在体内进发。,复苏选中的角色，为其恢复150点生命值。,完美烹饪烤肉排,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/cf3a355117b7694596dfe8dd12001182_7171398816457750422.png
44,101,侦察骑士烤肉,['兽肉*2'],安柏的特色料理。一面泛着血色，另一面散发着微妙焦香气味的肉排。闭着眼大口吃下去，安柏会很高兴的吧。,复苏选中的角色，为其恢复生命值上限的10%，并额外恢复150点生命值。,使用角色安柏烹饪烤肉排,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/62322fbcb05be544c8bbcfbd94427217_2842064546231903474.png
45,103,奇怪的甜甜花酿鸡,"['禽肉*2', '甜甜花*2']",蜜酿后烤熟的禽肉。甜甜花在过度的烤制下凋谢了，只留下了禽肉柴苦的口感。,为选中的角色恢复生命值上限的20% ，并额外恢复900点生命值。,完成烹饪甜甜花酿鸡,【其他】玩家自带,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/d3ed0b1e6686d7eca5418f5805381029_4849712211370265414.png
46,103,甜甜花酿鸡,"['禽肉*2', '甜甜花*2']",蜜酿后烤熟的禽肉。细嫩的禽肉里渗着甜甜花的丝丝蜜汁，香甜可口。,为选中的角色恢复生命值上限的22% ，并额外恢复1200点生命值。,成功烹饪甜甜花酿鸡,【其他】玩家自带,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/8bcacef80a609a98528354115c1e8c31_5831382366561603809.png
47,103,美味的甜甜花酿鸡,"['禽肉*2', '甜甜花*2']",蜜酿后烤熟的禽肉。肉质如同流蜜一般香甜软糯，叫人想把每一根骨头都吸食干净。,为选中的角色恢复生命值上限的24% ，并额外恢复1500点生命值。,完美烹饪甜甜花酿鸡,【其他】玩家自带,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/32c0e7be52ce881e34e2fa6ba20387ff_999012140594981764.png
48,103,审判的晚宴,"['禽肉*2', '甜甜花*2']",罗莎莉亚的特色料理。看似「黑暗」的荆棘让人不知从何下手，经过一番折腾去除装饰，试着品尝时，香嫩的鸡肉竟然爆发出了惊人的美味。你的神情尽数落在罗莎莉亚眼里，她似乎对你的反应很满意。,为选中的角色恢复生命值上限的30% ，并额外恢复1750点生命值。,使用角色罗莎莉亚烹饪甜甜花酿鸡,【其他】玩家自带,二星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2021/04/07/75610764/0a84a098bb19389cee0c889e4a37e30f_3075769972463535496.png
49,104,奇怪的野菇鸡肉串,"['蘑菇*1', '禽肉*1']",由野菇和禽肉组成的烤串。乍一看有些难以区分两者。,为选中的角色恢复生命值上限的8%，并额外恢复800点生命值。,完成烹饪野菇鸡肉串,【其他】玩家自带,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/10/10/75610764/47bc82e6cf0939be214c49b0b4ad9463_7948118120649517829.png
50,104,野菇鸡肉串,"['蘑菇*1', '禽肉*1']",由野菇和禽肉组成的烤串。鲜嫩禽肉佐以鲜香野菇，吃的时候也不要挑食哦。,为选中的角色恢复生命值上限的9%，并额外恢复1000点生命值。,成功烹饪野菇鸡肉串；,【其他】玩家自带,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/10/10/75610764/4e40e6c9a3460509608ef1acbc49f541_4409065649320150677.png
51,104,美味的野菇鸡肉串,"['蘑菇*1', '禽肉*1']",由野菇和禽肉组成的烤串。恰到好处的火候，让一根小木棒串起了整片山野的味道。,为选中的角色恢复生命值上限的10%，并额外恢复1200点生命值。,完美烹饪野菇鸡肉串,【其他】玩家自带,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/10/10/75610764/2b729a55d3c32e1a928e42cee0f101fe_3171324005221150763.png
52,104,果香串烤,"['蘑菇*1', '禽肉*1']",凯亚的特色料理。弹牙可口的烤串，隐约带有一丝甘甜浓厚的回味。等等...真的是果香吗？,为选中的角色恢复生命值上限的16%，并额外恢复1350点生命值。,使用角色凯亚烹饪野菇鸡肉串,【其他】玩家自带,一星,回复类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/10/10/75610764/9728fb50ac4edf38c757b2938d063e17_92752658172232135.png
53,169,奇怪的蒙德烤鱼,"['胡椒*1', '鱼肉*1']",小火细烤的鱼串。可惜鱼香中掺入了过多的焦香，鱼肉的口感也有些柴硬。,复苏选中的角色，为其恢复50点生命值。,完成烹饪蒙德烤鱼,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/03/21/75610764/d616df9c687005feaea8a28b62229faa_8259733642519589459.png
54,169,蒙德烤鱼,"['胡椒*1', '鱼肉*1']",小火细烤的鱼串。鱼肉因烤制除去水分而变得紧实，胡椒的加入更进一步激发了它的鲜味。,复苏选中的角色，为其恢复100点生命值。,成功烹饪蒙德烤鱼,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/171e7deda004ac6a6e4d924608bfd3ce_5921450927139943883.png
55,169,美味的蒙德烤鱼,"['胡椒*1', '鱼肉*1']",小火细烤的鱼串。火烤后的油脂细腻地分布在酥脆鱼皮与香嫩鱼肉之间，轻轻一抿就已满口留香。,复苏选中的角色，为其恢复150点生命值。,完美烹饪蒙德烤鱼,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/f0de47cbe007c0055192f522f151b50a_6867072689202500780.png
56,169,绝对不是下酒菜,"['胡椒*1', '鱼肉*1']",迪奥娜的特色料理。鱼皮香脆，鱼肉饱满。只有对鱼肉有着足够的热爱，才能烹调出如此美妙的味道。如果有一杯什么喝的...不好，迪奥娜看过来了！,复苏选中的角色，为其恢复生命值上限的10%，并额外恢复150点生命值。,使用角色迪奥娜烹饪蒙德烤鱼,【其他】玩家自带,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/11/12/75610764/564d8b173966c3340fb0e1c22aaae138_3504576124140674363.jpg
57,183,奇怪的爆炒肉片,"['兽肉*1', '绝云椒椒*1']",猛火快炒的兽肉。焦黄的肉片与绝云椒椒蔫作一团，仅推荐拌在米饭里稀里糊涂地吃下去。,复苏选中的角色，为其恢复50点生命值。,完成烹饪爆炒肉片,【宝箱获取】绝云间与庆云顶之间的瀑布边的泡泡果击破获得,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/65264154eab42c23173186967f044dea_6331218045031894031.png
58,183,爆炒肉片,"['兽肉*1', '绝云椒椒*1']",猛火快炒的兽肉。肉香混合着绝云椒椒的丝丝辣味，无论用来开胃还是下饭都是非常棒的选择。,复苏选中的角色，为其恢复100点生命值。,成功烹饪爆炒肉片,【宝箱获取】绝云间与庆云顶之间的瀑布边的泡泡果击破获得，璃月港北上神像朱老板摊摊主购买;璃月快刀陈摊主购买,一星,复活类,food,https://uploadstatic.mihoyo.com/ys-obc/2020/06/12/6381993/2c7d152c6a6f31ffb70ccdceb441e9e5_1512270178397626634.png
